Ticker,Accuracy
GILD,0.4631578947368421
GM,0.5210526315789473
GOOG,0.4473684210526316
GOOGL,0.43157894736842106
GS,0.48947368421052634
HD,0.5
HON,0.43157894736842106
IBM,0.4789473684210526
INTC,0.5210526315789473
INTU,0.4631578947368421
