Ticker,Accuracy
CHTR,0.48947368421052634
CL,0.45263157894736844
CMCSA,0.49473684210526314
COF,0.48947368421052634
COP,0.48947368421052634
COST,0.43157894736842106
CRM,0.5
CSCO,0.4631578947368421
CVS,0.4842105263157895
CVX,0.531578947368421
