Ticker,Accuracy
RTX,0.49473684210526314
SBUX,0.5105263157894737
SCHW,0.5052631578947369
SO,0.4421052631578947
SPG,0.5052631578947369
T,0.5368421052631579
TGT,0.49473684210526314
TMO,0.49473684210526314
TMUS,0.4842105263157895
TSLA,0.5105263157894737
