Ticker,Accuracy
DE,0.5052631578947369
DHR,0.5210526315789473
DIS,0.531578947368421
DOW,0.5368421052631579
DUK,0.5
EMR,0.5263157894736842
F,0.531578947368421
FDX,0.48947368421052634
GD,0.4631578947368421
GE,0.4368421052631579
