Ticker,Accuracy
AXP,0.4473684210526316
BA,0.47368421052631576
BAC,0.5052631578947369
BK,0.4263157894736842
BKNG,0.46842105263157896
BLK,0.45789473684210524
BMY,0.45789473684210524
BRK.B,0.4421052631578947
C,0.46842105263157896
CAT,0.46842105263157896
