Ticker,Accuracy
NFLX,0.4842105263157895
NKE,0.4789473684210526
NVDA,0.4473684210526316
ORCL,0.5105263157894737
PEP,0.5
PFE,0.5263157894736842
PG,0.5
PM,0.45263157894736844
PYPL,0.5263157894736842
QCOM,0.4842105263157895
