Ticker,Accuracy
MDLZ,0.531578947368421
MDT,0.5105263157894737
MET,0.45263157894736844
META,0.4263157894736842
MMM,0.5210526315789473
MO,0.5263157894736842
MRK,0.49473684210526314
MS,0.4473684210526316
MSFT,0.49473684210526314
NEE,0.5473684210526316
